CaseID,weight,tm_start,tm_finish,duration,age_category,education_level,gender,income_level,marital_status,region,is_parent,state,i_develop_strong_emotions_toward_people_i_can_rely_on_num,i_develop_strong_emotions_toward_people_i_can_rely_on,parents_should_empower_children_as_much_as_possible_so_that_they_may_follow_their_dreams_num,parents_should_empower_children_as_much_as_possible_so_that_they_may_follow_their_dreams,moral_standards_should_be_seen_as_individualistic_what_one_person_considers_to_be_moral_may_be_judged_as_immoral_by_another_person_num,moral_standards_should_be_seen_as_individualistic_what_one_person_considers_to_be_moral_may_be_judged_as_immoral_by_another_person
436,2.0,3/13/2012,3/13/2012,32.0,65-74,Some college,Female,"$125,000 to $149,999",Married,South Atlantic,No,VA,6.0,Agree,6.0,Agree,4.0,Neither agree nor disagree
437,0.91,3/13/2012,3/13/2012,38.0,45-54,High school,Male,"$60,000 to $74,999",Married,East-South Central,Yes,AL,5.0,Somewhat agree,2.0,Disagree,7.0,Strongly disagree
438,1.71,3/13/2012,3/13/2012,55.0,55-64,Some college,Female,"$125,000 to $149,999",Married,West-North Central,No,MO,4.0,Neither agree nor disagree,5.0,Somewhat agree,7.0,Strongly disagree
439,0.64,3/13/2012,3/13/2012,787.0,35-44,Less than high school,Female,"$50,000 to $59,999",Married,Pacific,Yes,CA,4.0,Neither agree nor disagree,6.0,Agree,1.0,Strongly agree
440,0.32,3/13/2012,3/13/2012,39.0,55-64,Bachelor's degree or higher,Female,"$85,000 to $99,999",Never married,Mid-Atlantic,No,PA,6.0,Agree,6.0,Agree,2.0,Agree
442,0.28,3/13/2012,3/13/2012,39.0,65-74,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,Pacific,No,WA,5.0,Somewhat agree,4.0,Neither agree nor disagree,5.0,Somewhat disagree
443,1.19,3/13/2012,3/13/2012,36.0,25-34,Some college,Female,"$75,000 to $84,999",Married,Mountain,Yes,NM,7.0,Strongly agree,7.0,Strongly agree,5.0,Somewhat disagree
444,0.63,3/13/2012,3/13/2012,47.0,25-34,Bachelor's degree or higher,Male,"$25,000 to $29,999",Never married,Pacific,No,CA,7.0,Strongly agree,7.0,Strongly agree,3.0,Somewhat agree
445,0.38,3/13/2012,3/13/2012,33.0,25-34,Bachelor's degree or higher,Male,"$60,000 to $74,999",Married,Mountain,Yes,AZ,5.0,Somewhat agree,6.0,Agree,6.0,Disagree
446,0.34,3/13/2012,3/13/2012,32.0,65-74,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,Pacific,No,CA,6.0,Agree,4.0,Neither agree nor disagree,5.0,Somewhat disagree
447,0.16,3/13/2012,3/13/2012,38.0,65-74,Bachelor's degree or higher,Male,"$150,000 to $174,999",Married,East-North Central,No,IL,5.0,Somewhat agree,7.0,Strongly agree,3.0,Somewhat agree
448,0.14,3/13/2012,3/13/2012,56.0,45-54,Bachelor's degree or higher,Female,"$150,000 to $174,999",Married,Pacific,Yes,CA,5.0,Somewhat agree,5.0,Somewhat agree,5.0,Somewhat disagree
449,0.91,3/13/2012,3/13/2012,29.0,75+,Some college,Male,"$10,000 to $12,499",Divorced,Pacific,No,OR,7.0,Strongly agree,7.0,Strongly agree,1.0,Strongly agree
450,0.41,3/13/2012,3/13/2012,58.0,65-74,High school,Male,"$25,000 to $29,999",Married,Pacific,No,CA,5.0,Somewhat agree,7.0,Strongly agree,7.0,Strongly disagree
451,0.85,3/13/2012,3/18/2012,7111.0,35-44,Some college,Male,"$100,000 to $124,999",Married,Pacific,Yes,WA,5.0,Somewhat agree,6.0,Agree,2.0,Agree
452,0.39,3/13/2012,3/13/2012,26.0,55-64,Bachelor's degree or higher,Female,"$50,000 to $59,999",Divorced,Pacific,No,CA,5.0,Somewhat agree,6.0,Agree,2.0,Agree
453,2.48,3/13/2012,3/13/2012,17.0,25-34,High school,Male,"<$5,000",Living with partner,South Atlantic,Yes,GA,6.0,Agree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
454,0.34,3/13/2012,3/13/2012,56.0,65-74,Less than high school,Female,"$20,000 to $24,999",Divorced,Pacific,No,WA,4.0,Neither agree nor disagree,5.0,Somewhat agree,4.0,Neither agree nor disagree
455,0.77,3/13/2012,3/13/2012,168.0,65-74,Some college,Male,"$35,000 to $39,999",Married,South Atlantic,No,FL,5.0,Somewhat agree,6.0,Agree,4.0,Neither agree nor disagree
456,1.21,3/13/2012,3/13/2012,44.0,55-64,Some college,Male,"$85,000 to $99,999",Married,South Atlantic,No,NC,6.0,Agree,6.0,Agree,3.0,Somewhat agree
457,0.44,3/13/2012,3/13/2012,35.0,65-74,Some college,Female,"$100,000 to $124,999",Widowed,Pacific,No,CA,7.0,Strongly agree,7.0,Strongly agree,6.0,Disagree
458,0.5,3/13/2012,3/13/2012,38.0,55-64,Some college,Male,"$50,000 to $59,999",Married,Pacific,Yes,OR,5.0,Somewhat agree,6.0,Agree,5.0,Somewhat disagree
459,1.09,3/13/2012,3/13/2012,32.0,25-34,Bachelor's degree or higher,Male,"$30,000 to $34,999",Never married,West-South Central,No,TX,4.0,Neither agree nor disagree,5.0,Somewhat agree,3.0,Somewhat agree
460,1.09,3/13/2012,3/13/2012,23.0,25-34,Some college,Female,"$150,000 to $174,999",Married,South Atlantic,No,GA,6.0,Agree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
461,0.19,3/13/2012,3/13/2012,38.0,75+,Bachelor's degree or higher,Female,"$60,000 to $74,999",Divorced,Mountain,No,NV,6.0,Agree,6.0,Agree,4.0,Neither agree nor disagree
462,1.66,3/13/2012,3/13/2012,33.0,65-74,Some college,Female,"$60,000 to $74,999",Married,Pacific,No,CA,5.0,Somewhat agree,7.0,Strongly agree,3.0,Somewhat agree
463,0.65,3/13/2012,3/13/2012,26.0,35-44,High school,Male,"$85,000 to $99,999",Married,East-North Central,Yes,OH,5.0,Somewhat agree,6.0,Agree,1.0,Strongly agree
464,1.55,3/13/2012,3/13/2012,49.0,55-64,High school,Female,"$100,000 to $124,999",Married,Pacific,No,CA,4.0,Neither agree nor disagree,5.0,Somewhat agree,3.0,Somewhat agree
465,0.6,3/13/2012,3/13/2012,11.0,55-64,Less than high school,Male,"$12,500 to $14,999",Married,Pacific,No,CA,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
467,0.68,3/13/2012,3/13/2012,26.0,45-54,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,East-North Central,No,OH,7.0,Strongly agree,6.0,Agree,5.0,Somewhat disagree
468,1.28,3/13/2012,3/13/2012,50.0,65-74,High school,Male,"$15,000 to $19,999",Married,Mountain,No,NV,6.0,Agree,6.0,Agree,3.0,Somewhat agree
469,0.64,3/13/2012,3/13/2012,41.0,55-64,High school,Male,"$15,000 to $19,999",Married,South Atlantic,No,NC,5.0,Somewhat agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
470,0.36,3/13/2012,3/13/2012,78.0,45-54,Bachelor's degree or higher,Male,"$50,000 to $59,999",Married,Pacific,Yes,WA,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
471,0.66,3/13/2012,3/13/2012,40.0,55-64,Bachelor's degree or higher,Female,"$125,000 to $149,999",Married,East-North Central,No,OH,6.0,Agree,7.0,Strongly agree,6.0,Disagree
472,0.81,3/13/2012,3/13/2012,33.0,35-44,Some college,Female,"$30,000 to $34,999",Married,West-South Central,Yes,TX,3.0,Somewhat disagree,7.0,Strongly agree,3.0,Somewhat agree
473,0.86,3/13/2012,3/13/2012,24.0,35-44,High school,Male,"$40,000 to $49,999",Never married,South Atlantic,No,NC,5.0,Somewhat agree,6.0,Agree,7.0,Strongly disagree
474,3.56,3/13/2012,3/13/2012,19.0,18-24,Some college,Female,"$85,000 to $99,999",Never married,Mid-Atlantic,No,NY,7.0,Strongly agree,6.0,Agree,7.0,Strongly disagree
475,0.39,3/13/2012,3/13/2012,46.0,55-64,Bachelor's degree or higher,Female,">=$175,000",Married,West-South Central,No,TX,4.0,Neither agree nor disagree,3.0,Somewhat disagree,7.0,Strongly disagree
476,2.22,3/13/2012,3/13/2012,55.0,55-64,Some college,Male,"$60,000 to $74,999",Married,South Atlantic,No,FL,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
477,1.15,3/13/2012,3/13/2012,421.0,45-54,High school,Female,"$15,000 to $19,999",Married,East-North Central,No,MI,7.0,Strongly agree,7.0,Strongly agree,6.0,Disagree
478,1.4,3/13/2012,3/13/2012,74.0,45-54,High school,Male,"$60,000 to $74,999",Married,Mid-Atlantic,No,PA,4.0,Neither agree nor disagree,5.0,Somewhat agree,4.0,Neither agree nor disagree
479,0.59,3/13/2012,3/13/2012,37.0,55-64,Less than high school,Female,"$20,000 to $24,999",Married,East-North Central,No,WI,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
480,0.47,3/13/2012,3/13/2012,53.0,75+,Bachelor's degree or higher,Male,"$60,000 to $74,999",Married,Pacific,No,OR,4.0,Neither agree nor disagree,5.0,Somewhat agree,2.0,Agree
481,0.41,3/13/2012,3/13/2012,20.0,45-54,Less than high school,Female,"$25,000 to $29,999",Married,Pacific,No,WA,7.0,Strongly agree,7.0,Strongly agree,2.0,Agree
482,0.56,3/13/2012,3/13/2012,34.0,35-44,High school,Male,"$50,000 to $59,999",Never married,Mountain,No,AZ,4.0,Neither agree nor disagree,6.0,Agree,2.0,Agree
483,0.53,3/13/2012,3/13/2012,51.0,55-64,Bachelor's degree or higher,Male,"$150,000 to $174,999",Living with partner,Pacific,No,CA,6.0,Agree,5.0,Somewhat agree,3.0,Somewhat agree
484,0.92,3/13/2012,3/13/2012,107.0,35-44,Some college,Female,"$85,000 to $99,999",Married,Pacific,Yes,HI,7.0,Strongly agree,5.0,Somewhat agree,-1.0,Refused
485,0.2,3/13/2012,3/13/2012,32.0,55-64,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,New England,No,RI,6.0,Agree,6.0,Agree,3.0,Somewhat agree
486,0.82,3/13/2012,3/13/2012,30.0,65-74,Less than high school,Female,"$40,000 to $49,999",Married,East-South Central,No,AL,6.0,Agree,7.0,Strongly agree,4.0,Neither agree nor disagree
487,0.96,3/13/2012,3/13/2012,45.0,75+,Bachelor's degree or higher,Female,"$100,000 to $124,999",Widowed,East-North Central,No,OH,4.0,Neither agree nor disagree,5.0,Somewhat agree,3.0,Somewhat agree
488,0.94,3/13/2012,3/13/2012,28.0,18-24,High school,Male,"$10,000 to $12,499",Never married,Pacific,No,WA,5.0,Somewhat agree,6.0,Agree,5.0,Somewhat disagree
489,1.07,3/13/2012,3/16/2012,4939.0,65-74,Some college,Male,"<$5,000",Never married,Mid-Atlantic,No,NY,6.0,Agree,7.0,Strongly agree,4.0,Neither agree nor disagree
490,1.93,3/13/2012,3/13/2012,44.0,25-34,Less than high school,Male,"$35,000 to $39,999",Married,West-South Central,Yes,TX,5.0,Somewhat agree,5.0,Somewhat agree,2.0,Agree
491,0.88,3/13/2012,3/13/2012,9.0,18-24,High school,Male,"$25,000 to $29,999",Never married,Mountain,No,AZ,6.0,Agree,6.0,Agree,6.0,Disagree
492,1.35,3/13/2012,3/13/2012,27.0,18-24,Bachelor's degree or higher,Female,"$30,000 to $34,999",Never married,South Atlantic,No,VA,4.0,Neither agree nor disagree,7.0,Strongly agree,5.0,Somewhat disagree
493,1.06,3/13/2012,3/13/2012,57.0,55-64,High school,Male,"$15,000 to $19,999",Married,East-North Central,No,OH,4.0,Neither agree nor disagree,5.0,Somewhat agree,2.0,Agree
494,0.89,3/13/2012,3/13/2012,67.0,55-64,Some college,Female,"$25,000 to $29,999",Widowed,Mountain,No,AZ,6.0,Agree,6.0,Agree,3.0,Somewhat agree
495,1.49,3/13/2012,3/13/2012,18.0,25-34,Bachelor's degree or higher,Female,"$125,000 to $149,999",Married,Mid-Atlantic,No,NY,6.0,Agree,4.0,Neither agree nor disagree,1.0,Strongly agree
496,1.13,3/13/2012,3/13/2012,54.0,65-74,High school,Female,"$20,000 to $24,999",Married,East-South Central,No,TN,7.0,Strongly agree,7.0,Strongly agree,7.0,Strongly disagree
497,0.16,3/13/2012,3/13/2012,9.0,35-44,Some college,Female,"$30,000 to $34,999",Married,East-North Central,No,IN,-1.0,Refused,5.0,Somewhat agree,4.0,Neither agree nor disagree
498,1.13,3/13/2012,3/13/2012,46.0,65-74,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,New England,No,MA,4.0,Neither agree nor disagree,7.0,Strongly agree,3.0,Somewhat agree
499,3.56,3/13/2012,3/13/2012,20.0,45-54,Some college,Male,"$125,000 to $149,999",Married,Mid-Atlantic,Yes,NY,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,5.0,Somewhat disagree
500,2.59,3/13/2012,3/13/2012,63.0,55-64,Less than high school,Male,"$12,500 to $14,999",Never married,South Atlantic,No,WV,6.0,Agree,6.0,Agree,6.0,Disagree
501,0.57,3/13/2012,3/13/2012,41.0,55-64,Some college,Male,"$40,000 to $49,999",Married,New England,Yes,MA,6.0,Agree,4.0,Neither agree nor disagree,7.0,Strongly disagree
502,2.0,3/13/2012,3/13/2012,37.0,75+,Some college,Male,"$100,000 to $124,999",Widowed,Mid-Atlantic,No,NY,6.0,Agree,5.0,Somewhat agree,7.0,Strongly disagree
503,0.15,3/13/2012,3/13/2012,36.0,55-64,Bachelor's degree or higher,Male,"$40,000 to $49,999",Married,East-North Central,No,MI,4.0,Neither agree nor disagree,6.0,Agree,6.0,Disagree
504,1.34,3/13/2012,3/13/2012,26.0,65-74,Some college,Male,"$60,000 to $74,999",Married,South Atlantic,No,NC,6.0,Agree,6.0,Agree,6.0,Disagree
505,1.87,3/13/2012,3/13/2012,48.0,45-54,Bachelor's degree or higher,Female,"$85,000 to $99,999",Divorced,South Atlantic,No,FL,6.0,Agree,6.0,Agree,6.0,Disagree
506,0.71,3/13/2012,3/13/2012,36.0,55-64,Some college,Female,"$50,000 to $59,999",Married,Mid-Atlantic,No,NJ,4.0,Neither agree nor disagree,6.0,Agree,6.0,Disagree
507,0.32,3/13/2012,3/13/2012,29.0,35-44,Bachelor's degree or higher,Male,"$60,000 to $74,999",Never married,New England,No,CT,5.0,Somewhat agree,6.0,Agree,4.0,Neither agree nor disagree
508,0.48,3/13/2012,3/13/2012,32.0,75+,High school,Female,"$15,000 to $19,999",Widowed,South Atlantic,No,NC,5.0,Somewhat agree,6.0,Agree,6.0,Disagree
509,0.2,3/13/2012,3/13/2012,64.0,55-64,High school,Male,"$60,000 to $74,999",Married,South Atlantic,No,FL,4.0,Neither agree nor disagree,7.0,Strongly agree,3.0,Somewhat agree
511,1.22,3/13/2012,3/13/2012,38.0,65-74,Some college,Male,"$50,000 to $59,999",Married,East-South Central,No,KY,6.0,Agree,6.0,Agree,2.0,Agree
512,0.61,3/13/2012,3/13/2012,37.0,25-34,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,South Atlantic,Yes,SC,7.0,Strongly agree,6.0,Agree,3.0,Somewhat agree
513,0.58,3/13/2012,3/14/2012,771.0,55-64,High school,Male,"$50,000 to $59,999",Married,West-North Central,Yes,MN,7.0,Strongly agree,5.0,Somewhat agree,2.0,Agree
514,0.75,3/13/2012,3/13/2012,24.0,45-54,Bachelor's degree or higher,Male,"$85,000 to $99,999",Married,Mountain,No,CO,4.0,Neither agree nor disagree,5.0,Somewhat agree,6.0,Disagree
515,0.37,3/13/2012,3/13/2012,32.0,65-74,Bachelor's degree or higher,Male,"$125,000 to $149,999",Married,East-North Central,No,IL,6.0,Agree,7.0,Strongly agree,6.0,Disagree
516,0.98,3/13/2012,3/13/2012,33.0,65-74,High school,Female,"$35,000 to $39,999",Married,South Atlantic,No,FL,7.0,Strongly agree,7.0,Strongly agree,6.0,Disagree
517,0.46,3/13/2012,3/13/2012,53.0,55-64,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,East-South Central,No,TN,5.0,Somewhat agree,5.0,Somewhat agree,5.0,Somewhat disagree
518,1.24,3/13/2012,3/13/2012,70.0,55-64,Some college,Male,"$100,000 to $124,999",Married,Pacific,No,CA,5.0,Somewhat agree,7.0,Strongly agree,3.0,Somewhat agree
519,0.31,3/13/2012,3/13/2012,26.0,65-74,Some college,Female,"$35,000 to $39,999",Married,New England,No,ME,6.0,Agree,4.0,Neither agree nor disagree,5.0,Somewhat disagree
521,1.42,3/13/2012,3/13/2012,113.0,55-64,High school,Female,"$75,000 to $84,999",Married,Mountain,No,NV,7.0,Strongly agree,7.0,Strongly agree,1.0,Strongly agree
522,0.14,3/13/2012,3/14/2012,2098.0,18-24,High school,Female,"$35,000 to $39,999",Married,East-South Central,Yes,TN,4.0,Neither agree nor disagree,6.0,Agree,4.0,Neither agree nor disagree
523,2.72,3/13/2012,3/18/2012,6815.0,35-44,Bachelor's degree or higher,Female,">=$175,000",Married,South Atlantic,Yes,VA,7.0,Strongly agree,7.0,Strongly agree,1.0,Strongly agree
524,0.39,3/13/2012,3/13/2012,42.0,65-74,High school,Male,"$40,000 to $49,999",Married,South Atlantic,No,FL,6.0,Agree,6.0,Agree,4.0,Neither agree nor disagree
525,0.37,3/13/2012,3/13/2012,101.0,55-64,High school,Female,"$15,000 to $19,999",Divorced,East-North Central,No,OH,4.0,Neither agree nor disagree,2.0,Disagree,3.0,Somewhat agree
526,0.48,3/13/2012,3/13/2012,31.0,45-54,Some college,Female,"$12,500 to $14,999",Divorced,East-North Central,No,OH,4.0,Neither agree nor disagree,5.0,Somewhat agree,2.0,Agree
527,2.41,3/13/2012,3/13/2012,42.0,18-24,Some college,Male,"$100,000 to $124,999",Never married,New England,No,CT,7.0,Strongly agree,7.0,Strongly agree,5.0,Somewhat disagree
529,1.45,3/13/2012,3/13/2012,43.0,18-24,Less than high school,Male,"$150,000 to $174,999",Never married,Mid-Atlantic,No,NJ,4.0,Neither agree nor disagree,5.0,Somewhat agree,4.0,Neither agree nor disagree
530,0.85,3/13/2012,3/13/2012,35.0,35-44,Bachelor's degree or higher,Female,"$40,000 to $49,999",Divorced,East-North Central,Yes,MI,6.0,Agree,6.0,Agree,2.0,Agree
532,0.56,3/13/2012,3/13/2012,50.0,25-34,High school,Male,"$50,000 to $59,999",Never married,Mountain,No,NM,7.0,Strongly agree,5.0,Somewhat agree,2.0,Agree
533,0.36,3/13/2012,3/13/2012,30.0,45-54,Bachelor's degree or higher,Female,"$150,000 to $174,999",Married,East-North Central,No,OH,5.0,Somewhat agree,6.0,Agree,5.0,Somewhat disagree
534,0.6,3/13/2012,3/13/2012,27.0,45-54,High school,Female,"$50,000 to $59,999",Married,East-North Central,No,WI,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
535,1.76,3/13/2012,3/14/2012,871.0,35-44,High school,Female,"$75,000 to $84,999",Divorced,East-North Central,Yes,OH,4.0,Neither agree nor disagree,1.0,Strongly disagree,7.0,Strongly disagree
536,0.41,3/13/2012,3/13/2012,33.0,45-54,Some college,Male,"$7,500 to $9,999",Never married,East-North Central,No,WI,4.0,Neither agree nor disagree,5.0,Somewhat agree,3.0,Somewhat agree
537,1.01,3/13/2012,3/14/2012,1645.0,25-34,Bachelor's degree or higher,Female,"$40,000 to $49,999",Married,Mid-Atlantic,Yes,PA,7.0,Strongly agree,3.0,Somewhat disagree,7.0,Strongly disagree
538,2.08,3/13/2012,3/13/2012,36.0,45-54,Less than high school,Female,"$10,000 to $12,499",Widowed,South Atlantic,No,FL,6.0,Agree,5.0,Somewhat agree,2.0,Agree
539,0.66,3/13/2012,3/13/2012,37.0,65-74,Some college,Male,"$60,000 to $74,999",Married,West-South Central,No,TX,6.0,Agree,6.0,Agree,6.0,Disagree
540,0.57,3/13/2012,3/13/2012,31.0,55-64,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,Mid-Atlantic,No,NY,6.0,Agree,7.0,Strongly agree,3.0,Somewhat agree
541,0.88,3/13/2012,3/13/2012,300.0,45-54,Some college,Female,"$60,000 to $74,999",Married,East-North Central,No,IL,6.0,Agree,7.0,Strongly agree,5.0,Somewhat disagree
542,0.92,3/13/2012,3/13/2012,44.0,55-64,High school,Male,"$35,000 to $39,999",Married,Mid-Atlantic,No,PA,5.0,Somewhat agree,4.0,Neither agree nor disagree,6.0,Disagree
543,0.44,3/13/2012,3/13/2012,31.0,25-34,High school,Male,"$50,000 to $59,999",Married,West-South Central,Yes,TX,7.0,Strongly agree,7.0,Strongly agree,7.0,Strongly disagree
544,1.18,3/13/2012,3/13/2012,47.0,55-64,Bachelor's degree or higher,Male,"$85,000 to $99,999",Married,Mid-Atlantic,No,PA,6.0,Agree,3.0,Somewhat disagree,2.0,Agree
547,0.4,3/13/2012,3/13/2012,28.0,45-54,High school,Male,"$125,000 to $149,999",Married,New England,Yes,CT,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
548,0.82,3/13/2012,3/13/2012,108.0,55-64,Some college,Male,"$25,000 to $29,999",Married,South Atlantic,No,VA,6.0,Agree,6.0,Agree,1.0,Strongly agree
549,0.17,3/13/2012,3/13/2012,34.0,25-34,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,West-South Central,Yes,TX,7.0,Strongly agree,6.0,Agree,6.0,Disagree
550,0.41,3/13/2012,3/13/2012,50.0,65-74,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,Mid-Atlantic,No,NY,7.0,Strongly agree,7.0,Strongly agree,3.0,Somewhat agree
551,2.04,3/13/2012,3/13/2012,30.0,25-34,Some college,Female,"$75,000 to $84,999",Never married,South Atlantic,No,FL,7.0,Strongly agree,7.0,Strongly agree,6.0,Disagree
552,1.95,3/13/2012,3/13/2012,11.0,25-34,Some college,Female,"$40,000 to $49,999",Never married,West-South Central,No,TX,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
553,0.34,3/13/2012,3/13/2012,22.0,55-64,High school,Male,"$100,000 to $124,999",Married,West-South Central,No,LA,6.0,Agree,7.0,Strongly agree,3.0,Somewhat agree
554,1.63,3/13/2012,3/13/2012,33.0,55-64,High school,Female,"$40,000 to $49,999",Divorced,East-North Central,No,IL,-1.0,Refused,6.0,Agree,5.0,Somewhat disagree
555,0.43,3/13/2012,3/13/2012,46.0,18-24,Bachelor's degree or higher,Male,"$25,000 to $29,999",Living with partner,West-North Central,No,NE,6.0,Agree,5.0,Somewhat agree,7.0,Strongly disagree
556,1.26,3/13/2012,3/13/2012,38.0,45-54,Some college,Male,"$85,000 to $99,999",Married,Mid-Atlantic,No,PA,6.0,Agree,5.0,Somewhat agree,7.0,Strongly disagree
557,0.86,3/13/2012,3/13/2012,71.0,65-74,High school,Female,"$75,000 to $84,999",Married,New England,No,CT,5.0,Somewhat agree,7.0,Strongly agree,5.0,Somewhat disagree
558,0.57,3/13/2012,3/13/2012,24.0,35-44,Bachelor's degree or higher,Female,"$60,000 to $74,999",Divorced,East-South Central,Yes,TN,7.0,Strongly agree,6.0,Agree,1.0,Strongly agree
559,0.49,3/13/2012,3/13/2012,22.0,45-54,Some college,Female,"$100,000 to $124,999",Married,Mid-Atlantic,Yes,NY,6.0,Agree,6.0,Agree,4.0,Neither agree nor disagree
560,0.37,3/13/2012,3/13/2012,27.0,35-44,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,West-North Central,Yes,IA,7.0,Strongly agree,6.0,Agree,7.0,Strongly disagree
561,0.32,3/13/2012,3/13/2012,32.0,45-54,Bachelor's degree or higher,Male,"$30,000 to $34,999",Divorced,West-North Central,No,MN,7.0,Strongly agree,6.0,Agree,2.0,Agree
562,0.46,3/13/2012,3/13/2012,36.0,55-64,High school,Female,"$60,000 to $74,999",Married,West-South Central,No,AR,6.0,Agree,5.0,Somewhat agree,3.0,Somewhat agree
563,0.59,3/13/2012,3/13/2012,21.0,55-64,High school,Female,"$50,000 to $59,999",Married,Mid-Atlantic,No,PA,6.0,Agree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
564,0.63,3/13/2012,3/16/2012,4440.0,35-44,Bachelor's degree or higher,Female,"$40,000 to $49,999",Never married,Mid-Atlantic,No,NJ,6.0,Agree,6.0,Agree,1.0,Strongly agree
565,0.29,3/13/2012,3/13/2012,22.0,55-64,Bachelor's degree or higher,Male,"$85,000 to $99,999",Married,West-North Central,No,NE,6.0,Agree,6.0,Agree,2.0,Agree
566,0.82,3/13/2012,3/13/2012,39.0,55-64,High school,Female,"$40,000 to $49,999",Never married,Mid-Atlantic,No,PA,5.0,Somewhat agree,5.0,Somewhat agree,6.0,Disagree
567,1.23,3/13/2012,3/13/2012,21.0,55-64,High school,Female,"$100,000 to $124,999",Married,East-North Central,No,IL,6.0,Agree,6.0,Agree,3.0,Somewhat agree
568,2.22,3/13/2012,3/13/2012,143.0,45-54,Bachelor's degree or higher,Female,"$50,000 to $59,999",Never married,East-North Central,No,OH,3.0,Somewhat disagree,5.0,Somewhat agree,2.0,Agree
